id,document,keyphrases
S0022311514005480,"The second stress state is a tri-axial tensile stress designed to represent the zone ahead of an advancing crack tip. Micro-scale lateral cracks have been observed in the oxide layer, and appear to form very close to or at the metal–oxide interface (Fig. 1). Finite element analysis by Parise et al. indicated that these cracks form as a result of localised tensile stresses above peaks in the metal–oxide interface roughness [31]. These cracks are considered separate to any nano-scale cracks that might result from the tetragonal to monoclinic phase transformation. An assumption is made here that whether the micro-scale lateral cracks form via fracture of the oxide or by de-bonding at the interface a triaxial tensile stress state will still be present. In manufactured partially stabilised zirconia cracks would be expected to destabilise the tetragonal phase. This is simulated by applying tensile stress in direction 1, 2 and 3. As this the maximum stress at the crack tip is not known, the applied tensile stresses cover a range from 0.1GPa up to a maximum stress value of 2.2GPa as it is approximately equal to three times the fracture strength of bulk fracture strength for manufactured stabilized zirconia [34]. For the biaxial compressive and triaxial tensile stress states it is the trends in behaviour rather than the absolute values that are considered of greatest importance for this work.","['advancing crack tip', 'applied tensile stresses', 'applying tensile stress', 'biaxial compressive and triaxial tensile stress states', 'cracks', 'de-bonding', 'Finite element analysis', 'fracture', 'localised tensile stresses', 'manufactured partially stabilised zirconia', 'manufactured stabilized zirconia', 'maximum stress', 'metal–oxide interface', 'oxide', 'oxide layer', 'second stress state', 'simulated by applying tensile stress in direction 1, 2 and 3', 'tetragonal phase', 'tetragonal to monoclinic phase transformation', 'tri-axial tensile stress', 'triaxial tensile stress']"
S0045782513000479,"Algorithms regarding distance fields go back to the level set equation. The level set method was presented by Osher and Sethian [20] who described the temporal propagation of moving interfaces by numerical methods solving the Hamilton–Jacobi equation. This is performed by a finite difference scheme working on a rectangular grid in two or three dimensions. Information on normal vectors and curvature can be obtained. The fast marching method [21] provides an efficient numerical scheme of complexity nlogn to compute the support values on the grid. It is a reinterpretation of the propagation process, i.e. the time where the interface passes a certain grid point is influenced only by those neighboring grid points which are previously passed by the interface. An overview on the theory of level set and fast marching methods and their applications to problems of various areas are given in [22,23], for example shape offsetting, computing distances, photolithography development, seismic travel times, etc. Distance fields are a special case of the level set equation where the absolute value of the advection velocity is 1.","['Algorithms regarding distance fields', 'areas', 'complexity nlogn', 'computing distances', 'Distance fields', 'fast marching', 'fast marching method', 'finite difference scheme', 'Hamilton–Jacobi equation', 'level set', 'level set equation', 'level set method', 'numerical methods', 'numerical scheme of complexity nlogn to compute the support values on the grid', 'photolithography development', 'propagation process', 'rectangular grid in two or three dimensions', 'seismic travel times', 'shape offsetting', 'temporal propagation', 'theory of level set', 'the time where the interface passes a certain grid point is influenced only by those neighboring grid points which are previously passed by the interface']"
S0009261415002730,"Both methods of structure solution reveal a bent conformation of the central terthiophene units of the DOTT molecule as is clearly visible in all three cases in Figure 5. However, there is a fundamental difference in the conformation of the octyl side chains. Whilst for the single crystal phase at T=100K linearly extended chains are observed (Figure 5B), a defined rotation of the octyl chains relative to the terthiophene unit is found for the three thin film phases (Figure 5A). The rotation angle of about ±70° results from a twist of the first CC single bond at the link between the terthiophene unit and the octyl chain (see arrows Figure 5A). Two features of this rotated conformation are interesting. First, a molecule with rotated side chains represents the equilibrium state of an isolated single DOTT molecule as obtained by combined MD and VASP calculations [33]. Second, the rotated conformation of the octyl chains allows a dense packing of the octyl side chains for both molecules. Interestingly, the single crystal structure at room temperature shows the twisted as well as the linear conformation of the octyl side chains within one molecule (Figure 5C).","['bent conformation', 'central terthiophene units', 'combined MD and VASP calculations', 'crystal structure', 'defined rotation of the octyl chains', 'dense packing', 'DOTT molecule', 'linearly extended chains', 'octyl chain', 'octyl chains', 'octyl side chains', 'rotated side chains', 'structure solution', 'terthiophene unit', 'thin film', 'twist of the first CC single bond']"
S037596011300741X,"In exploring the WKB limit of quantum theory, Bohm [2] was the first to notice that although one starts with all the ambiguities about the nature of a quantum system, the first order approximation fits the ordinary classical ontology. By that we mean that the real part of the Schrödinger equation under polar decomposition of the wave function becomes the classical Hamilton–Jacobi equation in the limit where terms involving ℏ are neglected. In contrast to this approach, in this Letter we show that the classical trajectories arise from a short-time quantum propagator when terms of O(Δt2) can be neglected. This fact was actually already observed by Holland some twenty years ago: In page 269 of his book [6] infinitesimal time intervals are considered whose sequence constructs a finite path. It is shown that along each segment the motion is classical (negligible quantum potential), and that it follows that the quantum path may be decomposed into a sequence of segments along each of which the classical action is a minimum. The novel contribution of the present Letter is an improved proof of Hollandʼs result using an improved version of the propagator due to Makri and Miller [9,10]. (See also de Gosson [3] for a further discussion.)","['Hamilton–Jacobi equation', 'infinitesimal time intervals', 'propagator', 'Schrödinger equation under polar decomposition of the wave function', 'short-time quantum propagator', 'WKB limit of quantum theory']"
S0021999114008523,"A multi-physics description of a multiscale system is often referred to as a ‘hybrid’ model. In fluid dynamics, a typical hybrid combines a molecular treatment (a ‘micro’ model) with a continuum-fluid one (a ‘macro’ model), with the aim of obtaining the accuracy of the former with the efficiency of the latter [1–4]. The micro and macro models generally have characteristic timescales that are very different, which means that time-accurate simulations can be extremely challenging: the size of the timestep required to make the micro model stable and accurate is so small that simulations over significant macro-scale time periods are intractable. If the system is ‘scale-separated’, a physical (as distinct from numerical) approximation can be made that enables the coupled models to advance at different rates (asynchronously) with negligible penalty on macro-scale accuracy. E et al. [5] were the first to introduce and implement this concept in a time-stepping method for coupled systems, referred to in the classification of Lockerby et al. [6] as a continuous asynchronous (CA) scheme (‘continuous’ since the micro and macro models advance without interruption [5]). In this paper we extend this idea to multiscale systems comprising an arbitrary number of coupled models.","['CA', 'continuous asynchronous', 'continuum-fluid one', 'coupled models', 'fluid', 'fluid dynamics', 'hybrid', '‘hybrid’ model', 'macro’ model', 'micro and macro models', '‘micro’ model', 'molecular treatment', 'multi-physics description of a multiscale system', 'multiscale systems comprising an arbitrary number of coupled models', 'obtaining the accuracy of the former with the efficiency of the latter', 'physical (as distinct from numerical) approximation', 'scale-separated', 'time-stepping method for coupled systems']"
S2212667814001348,"Some nonlinear wave equations are more difficult to investigate mathematically, as no general analytical method for their solutions exists. The Exponential Time Differencing (ETD) technique requires minimum stages to obtain the requiredaccurateness, which suggests an efficient technique relatingto computational duration thatensures remarkable stability characteristicsupon resolving nonlinear wave equations. This article solves the diagonal example of Kawahara equation via the ETD Runge-Kutta 4 technique. Implementation of this technique is proposed by short Matlab programs.","['analytical method', 'computational duration', 'ETD', 'ETD Runge-Kutta 4 technique', 'Exponential Time Differencing', 'investigate mathematically', 'Matlab programs', 'minimum stages', 'nonlinear wave equations', 'resolving nonlinear wave equations', 'solves the diagonal example of Kawahara equation', 'stability characteristicsupon']"
S0010938X15301554,"AA 2024-T3 aluminium alloy is widely used for aerospace applications due to its high strength to weight ratio and high damage tolerance that result from copper and magnesium as the principal alloying elements and appropriate thermomechanical processing. The microstructure of the alloy is relatively complex and a number of compositionally-distinct phases have been identified [1]. Although possessing favourable mechanical properties, the alloy is relatively susceptible to corrosion and generally requires surface treatment in practical applications. The corrosion behaviour of the alloy is particularly affected by the presence of the intermetallic particles due to their differing potentials with respect to the alloy matrix [2–9]. Copper-containing second phase particles at the alloy surface are particularly detrimental to the corrosion resistance as they provide preferential cathodic sites [2,10]. One of the principle types of second phase particle that is important to the corrosion behaviour of the alloy is the S phase (Al2CuMg) particle [1,11]. Dealloying of S phase particles, which may account for ∼60% of the constituent particles in AA2024 alloys [11], is commonly observed when the alloy is exposed to an aggressive environment. The particles are considered as important initiation sites for severe localized corrosion in the alloy [11–22]. The dealloying of the S phase particles and the resulting enrichment of copper result in a decrease of the Volta potential with respect to the matrix and hence the dealloyed particles become active cathodic sites [23–25].","['AA2024 alloys', 'AA 2024-T3 aluminium alloy', 'aerospace applications', 'Al2CuMg', 'alloy', 'alloying elements', 'alloy matrix', 'cathodic sites', 'compositionally-distinct phases', 'constituent particles', 'copper', 'Copper-containing second phase particles', 'corrosion', 'corrosion behaviour', 'corrosion resistance', 'dealloyed particles', 'dealloying', 'decrease of the Volta potential', 'enrichment', 'intermetallic particles', 'magnesium', 'particles', 'second phase particle', 'S phase', 'S phase particles', 'surface treatment', 'thermomechanical processing']"
S0377025714000135,"This conclusion is a consequence of the high jet speeds and small nozzle diameters in combination with the relatively high viscosity solvent and modest molecular weights of the polystyrene, which results in high Weissenberg numbers and moderate values of the extensibility, L studied here. As discussed in earlier papers [3,6], other jetting fluid combinations, such as those of de Gans et al. [4], lie in a different jetting regime where full extension does not occur and relaxation time controls the viscoelastic behaviour. Consequently inkjet fluid assessment methods need to provide a full characterisation including both linear and nonlinear viscoelastic properties. This complexity suggests assessments of inkjet fluids might have to include jetting from sets of DoD print head devices with different sensitivities to all the various VE parameters [37], rather than reliance on testing without jetting. This was not the expected outcome from the present work but does echo the very pragmatic viewpoint expressed as a “map of misery” by Clasen et al. [38] and may provide a way forward for future R&D strategies towards ink testing.","['DoD print head devices', 'inkjet fluid assessment methods', 'inkjet fluids', 'ink testing', 'jetting', 'jetting fluid combinations', '“map of misery”', 'polystyrene', 'provide a full characterisation including both linear and nonlinear viscoelastic properties']"
S1364815216302705,"The main objective of this manuscript is to present and discuss the application of SLAMM to the New York coast. Although the base analysis considers a range of different possible SLR scenarios, the effects of various sources of uncertainties such as input parameters and driving data are not accounted for. In addition, refined and site-specific data are often not available requiring the use of regional data collected from literature and professional judgement in order to run the model. To ignore the effects of these uncertainties on predictions may make interpretation of the results and subsequent decision making misleading since the likelihood and probabilities of predicted outcomes would be unknown. A unique capability of the current version of SLAMM is the ability to aggregate multiple types of input-data uncertainty to create outputs accompanied by probability statements and confidence intervals. Uncertainty in elevation data layers have been considered by several modeling groups to various extents (Gesch, 2009; Gilmer and Ferdaña, 2012; Schmid et al., 2014). However, to the best of our knowledge, no other marsh migration model simultaneously accounts for the combined effects of uncertainty in spatial inputs (DEM, VDATUM, etc.) and parameter choices (accretion rates, tide ranges, etc.) on landcover projections. This added feature of SLAMM allows results to be evaluated in terms of their likelihood of occurrence with respect to input-data and parameter uncertainties. Further, by assigning wide ranges of uncertainty when appropriate, it permits the production of meaningful projections in areas where high-quality local data are not available.","['accretion rates', 'DEM', 'high-quality local data', 'landcover projections', 'marsh migration model', 'parameter choices', 'present and discuss the application of SLAMM to the New York coast', 'SLAMM', 'SLR', 'spatial inputs', 'tide ranges', 'VDATUM']"
S0021999113005718,"Numerical simulation of the gas flow through such non-trivial internal geometries is, however, extremely challenging. This is because conventional continuum fluid dynamics, which assumes that locally a gas is close to a state of thermodynamic equilibrium, becomes invalid or inaccurate as the smallest characteristic scale of the geometry (e.g. the channel height) approaches the mean distance between molecular collisions, λ [1]. An accurate and flexible modelling alternative for these cases is the direct simulation Monte Carlo method (DSMC) [2]. However, DSMC can be prohibitively expensive for internal-flow applications, which typically have a geometry of high-aspect ratio (i.e. are extremely long, relative to their cross-section). The high-aspect ratio creates a formidable multiscale problem: processes need to be resolved occurring over the smallest characteristic scale of the geometry (e.g. a channelʼs height), as well as over the largest characteristic scale of the geometry (e.g. the length of a long channel network), simultaneously.","['accurate and flexible modelling alternative', 'channel height', 'conventional continuum fluid dynamics', 'direct simulation Monte Carlo method', 'DSMC', 'gas flow', 'high-aspect ratio', 'internal-flow applications', 'long channel network', 'molecular collisions', 'multiscale problem', 'Numerical simulation', 'thermodynamic equilibrium']"
S0370269304007257,"Some non-standard couplings, which should be determined here, could also be studied in the standard e+e− option of a linear collider. Therefore, it is worth while to compare the potential power of the two options. As far as the parameter αγ1 is concerned, the γγ collider does not allow for its determination, while it could be determined at e+e−. The second tt̄γ coupling αγ2, which is proportional to the real part of the top-quark electric dipole moment,44See [23] taking into account that the operators OuB, OqB and OqW are redundant. can be measured here. It should be recalled that energy and polar-angle distributions of leptons and b-quarks in e+e− colliders are sensitive only to the imaginary part of the electric dipole moment,55However, it should be emphasized that there exist observables sensitive also to the real part of the top-quark electric dipole moment, see [24]. while here the real part could be determined. For the measurement of γγH couplings, e+e− colliders are, of course, useless, while here, for the bX final state both αh1 and αh2 could be measured. In the case of the decay form factor αd measurement, the e+e− option seems to be a little more advantageous, especially if e+e− polarization can be tuned appropriately [25].","['coupling αγ2', 'e+e−', 'e+e− colliders', 'e+e− option', 'e+e− polarization', 'he real part of the top-quark electric dipole moment', 'imaginary part of the electric dipole moment', 'linear collider', 'measurement of γγH couplings', 'non-standard couplings', 'parameter αγ1', 'polar-angle distributions of leptons and b-quarks', 'potential power', 'standard e+e− option', 'the bX final state', 'the decay form factor αd measurement', 'αh1 and αh2 could be measured', 'γγ collider']"
S0378381215301291,"Recently, fundamental (thermophysical property) research on ionic clathrate hydrates has experienced remarkable growth, particularly over the last ten years [21–30]. Previously, beginning with the first paper on unusual hydrates of tetrabutylammonium salts in 1940 [31], a number of studies could be found on ionic clathrate hydrates (hereafter, semiclathrate hydrates) [32–35] before the unified terminology semiclathrate hydrate was generally accepted. Semiclathrate hydrates have been attracting increased attention because of their promising applications as phase change materials for refrigeration systems and in gas capture and storage [36–41]. In addition, there is interesting speculation that semiclathrate hydrate may be regarded as a representative substance for the study of thermal conductivity in clathrate hydrate in general. This is because: (1) it can reduce characterization problems as a solid sample, since semiclathrate hydrate is formed around ambient temperature under atmospheric pressure and is easy to handle; (2) accurately measuring the thermal conductivity of semiclathrate hydrates, which have many similarities to clathrate hydrates, may make possible a deeper understanding of the unique (anomalous) behavior of the thermal conductivity of clathrate hydrates; and (3) currently, there are no experimental studies on the thermal conductivity of semiclathrate hydrates.","['clathrate hydrates', 'gas capture and storage', 'ionic clathrate hydrates', 'measuring the thermal conductivity', 'phase change materials for refrigeration systems', 'semiclathrate hydrate', 'semiclathrate hydrates', 'Semiclathrate hydrates', 'study of thermal conductivity', 'thermal conductivity', 'unusual hydrates of tetrabutylammonium salts']"
S003238610801080X,"Up to now, morphological studies of the multi-component polymeric materials have been carried out by various microscopic and scattering methods. Optical microscopes, transmission electron microscopes (TEMs), scanning electron microscopes (SEMs) and atomic force microscopes (AFMs) are commercially available and widely used. The biggest advantage of microscopy is that they provide intuitive real-space representations of the various morphologies. However, when it comes to “measurements”, especially in a quantitative way, microscopy sometimes lacks a statistical accuracy due to the small field of view. In contrast, the scattering methods provide much a superior statistical accuracy than that of microscopy simply because the observation volume is larger than that of the microscopes. One must remember, however, that the scattering methods normally require “(hypothesized) models” for data analysis in advance: They do not provide an intuitive insight into the morphologies as does microscopy. After all, for the complete characterization of a specific morphology, one may need to first know the morphologies from the microscopy and subsequently to evaluate the structural parameters by scattering on the basis of the morphology; the two methods are complementary.","['AFMs', 'atomic force microscopes', 'data analysis', '“(hypothesized) models”', 'microscopes', 'microscopic and scattering methods', 'microscopy', 'morphological studies', 'multi-component polymeric materials', 'Optical microscopes', 'scanning electron microscopes', 'scattering methods', 'SEMs', 'TEMs', 'transmission electron microscopes']"
S0370269302014880,"Production of charmonium states J/ψ and ψ′ in nucleus–nucleus collisions has been studied at CERN SPS over the previous 15 years by the NA38 and NA50 Collaborations. This experimental program was mainly motivated by the suggestion [1] to use the J/ψ as a probe of the state of matter created at the early stage of the collision. The original picture [1] (see also [2] for a modern review) assumes that charmonia are created exclusively at the initial stage of the reaction in primary nucleon–nucleon collisions. During the subsequent evolution of the system, the number of hidden charm mesons is reduced because of: (a) absorption of pre-resonance charmonium states by nuclear nucleons (normal nuclear suppression), (b) interactions of charmonia with secondary hadrons (comovers), (c) dissociation of cc̄ bound states in deconfined medium (anomalous suppression). It was found [3] that J/ψ suppression with respect to Drell–Yan muon pairs measured in proton–nucleus and nucleus–nucleus collisions with light projectiles can be explained by the so-called “normal” (due to sweeping nucleons) nuclear suppression alone. In contrast, the NA50 experiment with a heavy projectile and target (Pb+Pb) revealed essentially stronger J/ψ suppression for central collisions [4–7]. This anomalous J/ψ suppression was attributed to formation of quark–gluon plasma (QGP) [7], but a comover scenario cannot be excluded [8].","['absorption of pre-resonance charmonium states by nuclear nucleons', 'anomalous suppression', 'cc̄', 'central collisions', 'charmonia', 'charmonium', 'charmonium states', 'comovers', 'comover scenario', 'dissociation of cc̄ bound states in deconfined medium', 'Drell–Yan muon pairs', 'experimental program', 'formation of quark–gluon plasma', 'hadrons', 'heavy projectile and target', 'hidden charm mesons', 'interactions of charmonia with secondary hadrons', 'J/ψ', 'J/ψ suppression', 'light projectiles', 'NA50 experiment', 'normal nuclear suppression', 'nuclear nucleons', 'nuclear suppression', 'nucleon', 'nucleus', 'nucleus–nucleus collisions', 'original picture', 'Pb+Pb', 'primary nucleon–nucleon collisions', 'Production of charmonium states J/ψ and ψ′ in nucleus–nucleus collisions', 'proton–nucleus', 'QGP', 'quark–gluon plasma', 'subsequent evolution of the system,', 'sweeping nucleons', 'use the J/ψ as a probe of the state of matter created at the early stage of the collision', 'ψ′']"
S0370269304006082,"The aim of this note is nothing more than to bring both approaches on equal footing and to relax the assumptions under which the results of [11,13] have been derived using the first approach. More concretely, we generalize the one-loop partition functions, as derived in [11,13] for levels being odd, to the case of even levels. Moreover, on the level of partition functions we implement additional dressings of the world-sheet parity symmetry and identify them with the dressings introduced in [12] in the crosscap state approach. As expected, all the physical information can be read off entirely from the various amplitudes. We will end up with a collection of very explicit and general one-loop partition functions and tadpole cancellation conditions covering simple current extensions of all 168 Gepner models with additional dressings of the parity symmetry. In fact providing a compact collection of the main relevant formulas for constructing supersymmetric Gepner model orientifolds was one of the motivations for writing this Letter. We hope that these expressions turn out to be useful for a systematic search for Standard-like models respectively for providing a statistical ensemble in the spirit of [29].","['additional dressings of the world-sheet parity symmetry', 'bring both approaches on equal footing', 'constructing supersymmetric Gepner model orientifolds', 'crosscap state approach', 'current extensions of all 168 Gepner models', 'dressings', 'generalize the one-loop partition functions,', 'one-loop partition functions', 'parity symmetry', 'providing a statistical ensemble in the spirit of [29]', 'relax the assumptions', 'systematic search for Standard-like models', 'tadpole cancellation conditions']"
S0009261413004612,"The control of the RP re-encounter probability finds a direct application to improve the performance of chemical devices. Here, we show how a simple-to-implement control scheme highly enhances the sensitivity of a model chemical magnetometer by up to two orders of magnitude. The basic idea behind a chemical magnetometer is that, since a change in the magnetic field modifies the amount of singlet products, one can reverse the reasoning and measure the chemical yield to estimate B. Intuitively, the magnetic sensitivity is high when a small change in the magnetic field intensity produces large effects on the singlet yield. Formally, it is defined as:(2)Λs(B)≡∂Φs(B)∂B=∫0∞pre(t)gs(B,t)dt,with gs(B,t)≡∂fs(B,t)∂B being the instantaneous magnetic sensitivity. The functional form of fs(B,t)=Sρel(t)S strongly depends on the specific realization of the radical pair, in particular on the number of the surrounding nuclear spins. Here, we consider a radical pair in which the first electron spin is devoid of hyperfine interactions, while the second electron spin interacts isotropically with one spin-1 nucleus, e.g. nitrogen. In the context of the chemical compass (i.e. when the task is determining the magnetic field direction through anisotropic hyperfine interactions), an analogous configuration (with only one spin-1/2 nucleus) has been proposed [3], and numerically characterized [8], as being optimal: Additional nuclear spins would perturb the intuitive ‘reference and probe’ picture. The Hamiltonian then simplifies to H=-γeB(S1(z)+S2(z))+|γe|αS→2·I→, where α is the isotropic hyperfine coupling.","['(2)Λs(B)≡∂Φs(B)∂B=∫0∞pre(t)gs(B,t)dt', 'analogous configuration', 'anisotropic hyperfine interactions', 'B', 'chemical compass', 'chemical devices', 'chemical magnetometer', 'chemical yield', 'control scheme', 'determining the magnetic field direction through anisotropic hyperfine interactions', 'electron spin', 'gs(B,t)≡∂fs(B,t)∂B', 'hyperfine interactions', 'H=-γeB(S1(z)+S2(z))+|γe|αS→2·I→', 'improve the performance of chemical devices', 'instantaneous magnetic sensitivity', 'isotropic hyperfine coupling', 'magnetic field', 'magnetic field direction', 'magnetic field intensity', 'magnetic sensitivity', 'model chemical magnetometer', 'nitrogen', 'nuclear spins', 'realization of the radical pair', 'RP re-encounter probability', 'singlet products', 'singlet yield', 'spin-1/2 nucleus', 'spin-1 nucleus', 'α']"
S0009261412012365,"Under these experimental conditions, the observed dynamics has to occur where the probe laser induces the reactions resulting in further ionization [30]. The two-step decay model [26] was applied to explain the above-mentioned fragmentation of DCPD to CPD, shown in Figure 8a. The fitting of the rise and decay components of the transients were done by Matlab® programming using the curve fitting Levenberg–Marquardt algorithm. The best fit decay constants for the biexponential decay components of C10H12+ ion signal is τ1=35fs and τ2=240fs, while that for C5H6+ ion signal is τ1=36fs and τ2=280fs, respectively. These decay constants conform to the previously reported time constants of norbornene and norbornadiene [22,23]. The transients of the reaction fragment C5H6+ are sufficiently different from that of the parent ion C10H12+ indicating that we are studying the distinct dynamics of the neutrals and not that of the parent ion fragmentation [24]. Applying laser control principles under such experimental circumstances also confirms that we are controlling the product yield of C5H6+, resulting from the photochemical reaction of DCPD.","['Applying laser control principles', 'best fit decay constants', 'biexponential decay components', 'C10H12+', 'C10H12+ ion signal', 'C5H6+', 'C5H6+ ion signal', 'controlling the product yield of C5H6+', 'CPD', 'curve fitting Levenberg–Marquardt algorithm', 'DCPD', 'decay constants', 'distinct dynamics of the neutrals', 'fragmentation of DCPD to CPD', 'further ionization', 'laser control principles', 'Matlab® programming', 'norbornadiene', 'norbornene', 'observed dynamics', 'parent ion', 'parent ion fragmentation', 'photochemical reaction of DCPD', 'probe laser', 'reactions', 'rise and decay components', 'transients', 'two-step decay model', 'τ1=35fs', 'τ1=36fs', 'τ2=240fs', 'τ2=280fs']"
S0045782515001899,"In recent years, the Discontinuous Galerkin (DG) method has emerged as a more thorough alternative for locally solving conservation laws of the shallow water equations with higher accuracy  [21–27]. The DG method further involves finite element weak formulation to–inherently from conservation principles–shape a piecewise-polynomial solution over each local discrete cell, via local basis functions. On this basis, the DG polynomial accuracy is spanned by a set of coefficients, describing accuracy information, which are all locally evolved in time from conservation principles at the discrete level, with an arbitrary order of accuracy. A DG-based shallow water model appeals in providing higher quality solutions on very coarse meshes than a traditional finite volume counterpart, but is comparatively expensive to run and imposes a more restrictive stability condition for the CFL number  [28,29].","['CFL number', 'conservation principles', 'DG', 'DG-based shallow water model', 'DG method', 'DG polynomial accuracy', 'Discontinuous Galerkin', 'finite element weak formulation', 'local basis functions', 'shallow water equations', 'shape a piecewise-polynomial solution over each local discrete cell', 'solving conservation laws of the shallow water equations', 'very coarse meshes']"
S0254058415300766,"Half metallic ferromagnets (HMF) have attracted enormous interest due to their applications in spintronic devices [1]. Dilute magnetic semiconductors (DMSs) are considered to be the best materials to show half metallicity. These materials have two components, one being a semiconducting material with diamagnetic properties while the other is a magnetic dopant such as transition metal having un-paired d electrons [2]. The major advantage of these materials is utilization of electron's spin as information carrier since advanced functionalities in spintronic devices can be viable by the use of spin degree of freedom along with the charge of electrons [3]. The major issue regarding the applicability of these materials is to enhance the Curie temperature above room temperature. That's why the research interest shifted towards large band gap materials. A lot of work has been reported on DMSs with different II–VI and III–V semiconductors as host material such as, ZnS, CdS, GaN, ZnO, ZnSe, ZnTe, TiO2, SnO2 [4–12].","['CdS', 'Dilute magnetic semiconductors', 'DMSs', 'electrons', 'enhance the Curie temperature above room temperature', 'GaN', 'Half metallic ferromagnets', 'HMF', 'host material', 'II–VI and III–V semiconductors', 'large band gap materials', 'magnetic dopant', 'materials to show half metallicity', 'semiconducting material', 'SnO2', 'spintronic devices', 'TiO2', 'transition metal', 'un-paired d electrons', ""utilization of electron's spin as information carrier"", 'ZnO', 'ZnS', 'ZnSe', 'ZnTe']"
S0165212511000862,"In this paper we construct such a physical model with a continuous distribution of relaxations. It is based on the phenomenological theory of relaxation processes which have a long history in physics literature and was recently summarized in a monograph in which references to other relevant publications can be found, [24]; also see [25]. The present work is confined to relaxation mechanisms which result from changes in normal stresses. More specifically, we are interested in the local mechanisms of irreversible energy loss caused by uniform compression or expansion of a medium for which all components remain unchanged, rather than the losses caused by friction between different layers of a medium which move with different velocities (for a more detailed discussion of this issue see [26]). No attempt is made to model effects of shear viscosity and heat conduction beyond the conventional Navier–Stokes approach, since this topic goes far beyond the scope of this paper.","['compression or expansion of a medium', 'continuous distribution of relaxations', 'friction between different layers of a medium', 'heat conduction', 'irreversible energy loss', 'local mechanisms of irreversible energy loss', 'Navier–Stokes approach', 'phenomenological theory of relaxation processes', 'physical model', 'relaxation mechanisms', 'relaxation processes', 'relaxations', 'shear viscosity']"
S0167931714000203,"To restrict pollen tube growth to a single focal plane is an important subject to enable their accurate growth analysis under microscopic observation. In the conventional method to assay pollen tube growth, the pollen tubes grow in a disorderly manner on solid medium, rendering it impossible to observe their growth in detail. Here, we present a new method to assay pollen tube growth using poly-dimethylsiloxane microchannel device to isolate individual pollen tubes. The growth of the pollen tube is confined to the microchannel and to the same focal plane, allowing accurate microscopic observations. This methodology has the potential for analyses of pollen tube growth in microfluidic environments in response to chemical products and signaling molecules, which paves the way for various experiments on plant reproduction.","['accurate microscopic observations', 'analyses of pollen tube growth', 'assay pollen tube', 'assay pollen tube growth', 'assay pollen tube growth,', 'chemical products', 'experiments on plant reproduction', 'growth analysis under microscopic observation', 'isolate individual pollen tubes', 'new method to assay pollen tube growth', 'observe their growth in detail.', 'plant reproduction', 'pollen tube', 'pollen tube growth', 'pollen tubes', 'pollen tubes grow', 'poly-dimethylsiloxane microchannel device', 'restrict pollen tube growth to a single focal plane', 'signaling molecules']"
S1524070312000380,"Isogeometric analysis (IGA) is a numerical simulation method which is directly based on the NURBS-based representation of CAD models. It exploits the tensor-product structure of 2- or 3-dimensional NURBS objects to parameterize the physical domain. Hence the physical domain is parameterized with respect to a rectangle or to a cube. Consequently, singularly parameterized NURBS surfaces and NURBS volumes are needed in order to represent non-quadrangular or non-hexahedral domains without splitting, thereby producing a very compact and convenient representation.The Galerkin projection introduces finite-dimensional spaces of test functions in the weak formulation of partial differential equations. In particular, the test functions used in isogeometric analysis are obtained by composing the inverse of the domain parameterization with the NURBS basis functions. In the case of singular parameterizations, however, some of the resulting test functions do not necessarily fulfill the required regularity properties. Consequently, numerical methods for the solution of partial differential equations cannot be applied properly.We discuss the regularity properties of the test functions. For one- and two-dimensional domains we consider several important classes of singularities of NURBS parameterizations. For specific cases we derive additional conditions which guarantee the regularity of the test functions. In addition we present a modification scheme for the discretized function space in case of insufficient regularity. It is also shown how these results can be applied for computational domains in higher dimensions that can be parameterized via sweeping.","['CAD models', 'consider several important classes of singularities of NURBS parameterizations', 'derive additional conditions which guarantee the regularity of the test functions', 'discretized function space', 'discuss the regularity properties of the test functions', 'formulation of partial differential equations', 'Galerkin projection', 'IGA', 'isogeometric analysis', 'Isogeometric analysis', 'modification scheme', 'numerical methods', 'numerical simulation method', 'NURBS', 'NURBS-based representation', 'NURBS-based representation of CAD models', 'NURBS basis functions', 'NURBS objects', 'NURBS surfaces', 'NURBS volumes', 'parameterized', 'physical domain is parameterized', 'present a modification scheme', 'splitting', 'sweeping']"
S0045782513001473,"In this paper, however, we prefer the simpler ‘framed’ cell employed by Hadjiconstantinou and Patera [16], where the shear stress is generated by constraining the velocity in a ‘frame’ rather than by modifying the shape of the box. The framed cell is periodic, but we cannot simply calculate the average stress in the whole box because the presence of an external buffer would produce spurious results. We need the local stress in the core region, but this complicates the Oij term in Eq. (3). There are other methods to calculate the stress tensor such as the method of planes [32], the volume-average approach [26,14], or the method derived from the Schweitz virial relation [25], but, in general, we must choose between a complicated computational cell (i.e. Lees–Edwards cell) and simplifying the calculation of the momentum flux, or a simple cell (i.e. framed cell) and complicating the calculation of the momentum flux. The new method we propose here does not need the direct calculation of the flux, so it avoids this issue altogether: we can use the framed cell and, at the same time, avoid the calculation of the IK equation.","['calculate the stress tensor', 'complicated computational cell', 'constraining the velocity', 'framed cell', 'framed’ cell', 'IK equation', 'Lees–Edwards cell', 'method of planes', 'Schweitz virial relation', 'shear stress', 'simple cell', 'volume-average approach']"
